"id","n","tipo"
"Martínez Santamaría, Jorge",1,"Persona"
"Martínez Sierra, Gregorio",15,"Persona"
"Martínez Silva, Carlos",1,"Persona"
"Martínez Silva, Luis",1,"Persona"
"Martínez Villegas, Eduardo",1,"Persona"
"Martínez Villergas, Juan",1,"Persona"
"Martínez, Antonio R.",1,"Persona"
"Martínez, Bernardo V.",4,"Persona"
"Martínez, Blanca",2,"Persona"
"Martínez, Juan Cristóbal",1,"Persona"
"Martínez, Lola P.",1,"Persona"
"Martínez, Marcial",1,"Persona"
"Martínez, Miguel",1,"Persona"
"Martón é Izaguirre, J.",1,"Persona"
"Marulanda, J. M.",1,"Persona"
"Marxino, Ricardo",2,"Persona"
"Más y Pi, Juan",1,"Persona"
"Maseras, Alfonso",3,"Persona"
"Massé, Pierre Benjamín Daniel",1,"Persona"
"Masterman, C.F.G.",1,"Persona"
"Masur, Gerhard",2,"Persona"
"Mateus, Jorge",4,"Persona"
"Matos Hurtado, Belisario",2,"Persona"
"Matoses, Manuel",1,"Persona"
"Matta, Esther",2,"Persona"
"Maudet, Alejandro José",3,"Persona"
"Maupassant, Guy de",5,"Persona"
"May, Dick",1,"Persona"
"Maya, Juan Antonio",2,"Persona"
"Maya, Juan F.",1,"Persona"
"Maya, Luz",1,"Persona"
"Maya, Rafael",8,"Persona"
"Maynial, Édouard",2,"Persona"
"Mazza, Armando",1,"Persona"
"Meabe, Tomás",2,"Persona"
"Medellín, Miguel",1,"Persona"
"Medina Alfonzo, Arturo",1,"Persona"
"Medina Angulo, Germán",1,"Persona"
"Medina, Vicente",8,"Persona"
"Mejía Álvarez, Sixto",16,"Persona"
"Mejía Ángel, Carlos",20,"Persona"
"Mejía Ángel, Gustavo",5,"Persona"
"Mejía Arango, José Félix",65,"Persona"
"Mejía B., Manuel",1,"Persona"
"Mejía Mejía, Francisco",10,"Persona"
"Mejía Morales, Dolly",7,"Persona"
"Mejía O., Enrique",2,"Persona"
"Mejía O., Ramón",3,"Persona"
"Mejía Robledo, Alfonso",1,"Persona"
"Mejía Rodríguez, Alfonso",1,"Persona"
"Mejía T., J. M.",1,"Persona"
"Mejía Uribe, Graciela",1,"Persona"
"Mejía V., Sebastián",1,"Persona"
"Mejía y Mejía, José",9,"Persona"
"Mejía, Cecilia V.",1,"Persona"
"Mejía, Epifanio",8,"Persona"
"Mejía, F. A.",1,"Persona"
"Mejía, Gabriel",2,"Persona"
"Mejía, L.",2,"Persona"
"Mejía, Luis A.",2,"Persona"
"Mejía, Luis Emiro",3,"Persona"
"Mejía, W.",2,"Persona"
"Melguizo, Carlos",3,"Persona"
"Mellado, Carlos",3,"Persona"
"Mendès, Catulle",8,"Persona"
"Méndez Cuesta, Concepción",3,"Persona"
"Méndez y Mendoza, Eugenio",1,"Persona"
"Méndez, E.",1,"Persona"
"Méndez, Juan de Dios",1,"Persona"
"Mendive y Daumy, Rafael María de",1,"Persona"
"Mendoza Pérez, Diego",3,"Persona"
"Mendoza, Diego",11,"Persona"
"Mendoza, Mario",2,"Persona"
"Mendoza, Mario de",1,"Persona"
"Menéndez Pelayo, Enrique",1,"Persona"
"Menéndez, José Luis",1,"Persona"
"Mercado, Julio",1,"Persona"
"Merchán, Rafael María",5,"Persona"
"Mercier, Card",2,"Persona"
"Mercurio",1,"Persona"
"Merezhkovski, Dmitri",1,"Persona"
"Merino, Ramiro",2,"Persona"
"Merizalde Uribe, Antonio",13,"Persona"
"Merrill, Stuart",4,"Persona"
"Merry del Val",1,"Persona"
"Mesa",1,"Persona"
"Mesa Jaramillo, José María",4,"Persona"
"Mesa Ledesma, Alberto",2,"Persona"
"Mesa Nicholls, Alejandro",7,"Persona"
"Mesa Nicholls, Salvador",3,"Persona"
"Mesa, Daniel A.",10,"Persona"
"Mesa, Enrique de",1,"Persona"
"Mesa, Rafael",44,"Persona"
"Metcnikoff, Elie de",1,"Persona"
"Meteyard, Sidney",1,"Persona"
"Michaud d'Humiac, Léon",1,"Persona"
"Michelsen Uribe, Gustavo",1,"Persona"
"Micromegas",6,"Persona"
"Mikhaël, Efraín",1,"Persona"
"Millican, Albert",2,"Persona"
"Mira, José León",1,"Persona"
"Miró Ferrer, Gabriel",2,"Persona"
"Mirón, N.",1,"Persona"
"Mockel, Albert",3,"Persona"
"Mohalem, Carlos",1,"Persona"
"Moireau, Auguste",1,"Persona"
"Molina Garcés, Ciro",1,"Persona"
"Molina M., José Luis",1,"Persona"
"Molina Paniagua, Modesto",1,"Persona"
"Molina Uribe, Antonio",1,"Persona"
"Molina, Ana C. de",1,"Persona"
"Molina, Carlos A.",3,"Persona"
"Molina, Carlos I.",3,"Persona"
"Molina, Juan José",2,"Persona"
"Molina, Pedro Antonio",2,"Persona"
"Monasterios Velásquez, Jesús María",1,"Persona"
"Mondragón Guerrero, Antonio",1,"Persona"
"Monsalve, José Dolores",12,"Persona"
"Monseñor Tranquilo",4,"Persona"
"Montalvo, Juan",2,"Persona"
"Monte, D. L.",1,"Persona"
"Montero Bustamante, Raúl",1,"Persona"
"Montes del Valle, Agripina",6,"Persona"
"Montes, Ismael",1,"Persona"
"Montiel, A.S. de",1,"Persona"
"Montoya",4,"Persona"
"Montoya A., Justo",4,"Persona"
"Montoya Canal, Aníbal",1,"Persona"
"Montoya D., Epifanio",1,"Persona"
"Montoya de Restrepo, Graciela",1,"Persona"
"Montoya Gaviria, Emilio",9,"Persona"
"Montoya Kennedy, F. A.",2,"Persona"
"Montoya Pérez, Rafael",11,"Persona"
"Montoya Tirado, Wenceslao",2,"Persona"
"Montoya, Antonio José",18,"Persona"
"Montoya, Eladio",1,"Persona"
"Montoya, Gabriel",28,"Persona"
"Montoya, Hernán",2,"Persona"
"Montoya, Hernando",1,"Persona"
"Montoya, José",25,"Persona"
"Montoya, Mariano",1,"Persona"
"Montoya, Roberto",29,"Persona"
"Moore, Thomas",1,"Persona"
"Mora Naranjo, Alfonso",1,"Persona"
"Mora Vásquez, José Manuel",4,"Persona"
"Mora, Félix",1,"Persona"
"Mora, José Joaquín de",1,"Persona"
"Mora, Luis María",1,"Persona"
"Mora, Mimí de",2,"Persona"
"Morales Berti, Luis",1,"Persona"
"Morales de Acevedo, Emilio",1,"Persona"
"Morales, Antonio",1,"Persona"
"Morales, Inés",1,"Persona"
"Morales, María Luz",1,"Persona"
"Morales, Tomás",1,"Persona"
"Moréas, Jean",4,"Persona"
"Moreno Alba, Miguel",2,"Persona"
"Moreno de los Ríos, Martín",4,"Persona"
"Moreno J., Miguel",1,"Persona"
"Moreno Jaramillo, Miguel",2,"Persona"
"Moreno R., Gustavo",2,"Persona"
"Moreno Vásquez, Ana",1,"Persona"
"Moreno Villa, José",1,"Persona"
"Moreno, Albertina",7,"Persona"
"Moreno, Guillermo",1,"Persona"
"Morice, Charles",1,"Persona"
"Mosquera, Tomás Cipriano de",7,"Persona"
"Moussy, Martín de",1,"Persona"
"Münchhausen, Börries von",3,"Persona"
"Múnera, Alejandro",1,"Persona"
"Múnera, José U.",2,"Persona"
"Munroo, Alick",1,"Persona"
"Muñoz Arrieta, D.",1,"Persona"
"Muñoz Cano, J.",2,"Persona"
"Muñoz Escamez, José",1,"Persona"
"Muñoz Feijoó, Antonio",1,"Persona"
"Muñoz Fernández, Francisco de Paula",1,"Persona"
"Muñoz Londoño, Roberto",1,"Persona"
"Muñoz S., Isaías",2,"Persona"
"Muñoz y Capurón, Luis Javier",1,"Persona"
"Muñoz, Laurentino",4,"Persona"
"Murena, Claudio",1,"Persona"
"Murger, Henry",1,"Persona"
"Murillo Toro, Manuel",1,"Persona"
"Murillo, Bartolomé Esteban",1,"Persona"
"Murillo, Emilio",2,"Persona"
"Murillo, Ernestro",1,"Persona"
"Musset, Alfred de",3,"Persona"
"Mutis, A.",1,"Persona"
"N. C.",1,"Persona"
"N. M. Gz.",1,"Persona"
"N.G.S.",1,"Persona"
"Nanfa, Crisógono de",1,"Persona"
"Nannetti, Leonilde",3,"Persona"
"Naranjo E., Luis E.",1,"Persona"
"Naranjo Martínez, Enrique",5,"Persona"
"Naranjo V., Luis Carlos",1,"Persona"
"Nariño, Antonio",1,"Persona"
"Narváez, Antonio de",3,"Persona"
"Narváez, Roberto de",5,"Persona"
"Nauts, Carlos",2,"Persona"
"Navas Spínola, Domingo",1,"Persona"
"Navas, José Alejandro",1,"Persona"
"Navas, Juan Gualberto López Valdemoro de Quesada",2,"Persona"
"Negueri, D.",3,"Persona"
"Nena",5,"Persona"
"Neruda, Pablo",12,"Persona"
"Nervo, Amado",24,"Persona"
"New York Times",1,"Persona"
"Nick-Chano",7,"Persona"
"Nieremberg, Juan Eusebio",2,"Persona"
"Nieto Caballero, Agustín",12,"Persona"
"Nieto Caballero, Luis Eduardo",9,"Persona"
"Nieto de Cano, Paulina",1,"Persona"
"Nieto, Ricardo",15,"Persona"
"Nin Frías, Alberto",1,"Persona"
"Noble Gregory, Charles",1,"Persona"
"Nogales, José",3,"Persona"
"Nordau, Max",1,"Persona"
"Norman, Juan",1,"Persona"
"Not",1,"Persona"
"Novicow, F.",1,"Persona"
"Núñez de Arce, Gaspar",1,"Persona"
"Núñez y Domínguez, José de Jesús",2,"Persona"
"Núñez, Carlos",1,"Persona"
"Núñez, José M.",1,"Persona"
"Núñez, Rafael",6,"Persona"
"O'Kelly, James J.",1,"Persona"
"Obando Cardona, Jorge",18,"Persona"
"Obligado, Rafael",3,"Persona"
"Obregón B., P. E.",1,"Persona"
"Obregón Botero, Gabriel",4,"Persona"
"Obregón, Carlos",3,"Persona"
"Obregón, J.",1,"Persona"
"Obregón, Manuel F.",1,"Persona"
"Obregón, Marcos de",1,"Persona"
"Observer",1,"Persona"
"Ochoa Gutiérrez, L.E.",1,"Persona"
"Ofelia",1,"Persona"
"Olano, Ricardo",8,"Persona"
"Olarte, Enrique",2,"Persona"
"Olavarría, Claudio",1,"Persona"
"Olaya Herrera, Enrique",3,"Persona"
"Olivier, Jorge",1,"Persona"
"Olmet, Luis Antón del",1,"Persona"
"Olney, Richard",1,"Persona"
"Olózaga de Cabo, Susana",9,"Persona"
"Omar, Fran",1,"Persona"
"Ombre, K.",1,"Persona"
"Orbigny, Alcide Charles Victor Marie Dessalines de",1,"Persona"
"Orleans, Carlos de",1,"Persona"
"Orleans, Fernando",1,"Persona"
"Orozco, Luis",1,"Persona"
"Orrego Barros, Antonio",1,"Persona"
"Ortega y Gasset, José",1,"Persona"
"Ortega, Alfredo",4,"Persona"
"Ortega, Alfredo Tomás",1,"Persona"
"Ortiz de Pinedo, J.",1,"Persona"
"Ortiz Echagüe, Fernando",1,"Persona"
"Ortiz G., L. Bernardo",1,"Persona"
"Ortiz González, Rafael",1,"Persona"
"Ortiz V., Manuel",1,"Persona"
"Ortiz, Daniel",1,"Persona"
"Ortiz, José Joaquín",4,"Persona"
"Ortiz, Juan Francisco",1,"Persona"
"Ortiz, Nicolás",1,"Persona"
"Ortiz, Rafael",1,"Persona"
"Ortiz, Venancio",2,"Persona"
"Orts-Ramos, Antonio",3,"Persona"
"Ory y Sevilla, Eduardo de",5,"Persona"
"Osler, Williams",1,"Persona"
"Osorio Lizarazo, José Antonio",1,"Persona"
"Osorio, Luis Enrique",3,"Persona"
"Osorio, Luis F.",9,"Persona"
"Osorio, Miguel Ángel",6,"Persona"
"Ospina",1,"Persona"
"Ospina Arias, Libardo",7,"Persona"
"Ospina de Navarro, Sofía",4,"Persona"
"Ospina M., Enoe",1,"Persona"
"Ospina Rodríguez, Mariano",9,"Persona"
"Ospina Vásquez, Mariano",48,"Persona"
"Ospina Vásquez, Tulio",13,"Persona"
"Ospina, Pedro Nel",8,"Persona"
"Ospina, Roberto",1,"Persona"
"Ossa, Valentín",1,"Persona"
"Ossorio y Bernard, Manuel",2,"Persona"
"Ossorio, Miguel",2,"Persona"
"Otero d’Costa, Enrique",2,"Persona"
"Otero, Luis Alfredo",1,"Persona"
"Otto",2,"Persona"
"Ouvré, Henry",1,"Persona"
"Ovidio",1,"Persona"
"Oyuela, Calixto",4,"Persona"
"P. A.",1,"Persona"
"P. M.",1,"Persona"
"P.S.M.R.",1,"Persona"
"Pacheco Cabezas, Leonidas",1,"Persona"
"Pacón, P.",1,"Persona"
"Páez M., Julián",1,"Persona"
"Paillié, Francisco A.",4,"Persona"
"Palacio Muñoz, Obdulio",6,"Persona"
"Palacio Uribe, Benjamín",1,"Persona"
"Palacio Uribe, Tomás",1,"Persona"
"Palacio Valdés, Armando",1,"Persona"
"Palacio, Eduardo A.",4,"Persona"
"Palacio, Luis R.",2,"Persona"
"Palacio, Manuel del",5,"Persona"
"Palacios, Eustaquio",1,"Persona"
"Palacios, P.",1,"Persona"
"Palacios, Pedro Bonifacio",1,"Persona"
"Paláu R., Antonio M.",1,"Persona"
"Paláu, Alfonso",6,"Persona"
"Paláu, Melchor de",1,"Persona"
"Palazzeschi, Aldo",1,"Persona"
"Palma, Clemente",3,"Persona"
"Palma, Ricardo",1,"Persona"
"Papini, Giovanni",4,"Persona"
"Pardo Bazán, Emilia",7,"Persona"
"Pardo Farelo, Enrique",23,"Persona"
"Pardo García, Germán",9,"Persona"
"Pardo y Vergara, José",2,"Persona"
"Pareja, Carlos Henrique",9,"Persona"
"Parias Oliver, Héctor",3,"Persona"
"París, Gonzalo",1,"Persona"
"París, Luis",1,"Persona"
"Parker, Arturo",1,"Persona"
"Parma, Juan de",1,"Persona"
"Parodi, B.",1,"Persona"
"Parra Toro, Libardo",12,"Persona"
"Parra, Helena",1,"Persona"
"Parra, Teresa de la",1,"Persona"
"Parville, Henry de",1,"Persona"
"Pascal, Blaise",1,"Persona"
"Pascaña, Jerónimo",4,"Persona"
"Pascoli, Giovanni",1,"Persona"
"Pascualli, Juan Federico",1,"Persona"
"Pasos, Isidoro",2,"Persona"
"Pastor Ríos, Justo",1,"Persona"
"Patiño Gutiérrez, Gustavo",1,"Persona"
"Patrik, John",1,"Persona"
"Pauline",1,"Persona"
"Paz García, Carlos",1,"Persona"
"Pearson Arthur, C.",1,"Persona"
"Peláez, Anatolio",1,"Persona"
"Peláez, Aureliano",2,"Persona"
"Peláez, Aurelio",6,"Persona"
"Peláez, Fidel",1,"Persona"
"Peltier, Paul",1,"Persona"
"Peña, Carlos I.",1,"Persona"
"Peña, José Segundo",2,"Persona"
"Peña, Manuel Argimiro",1,"Persona"
"Peña, Pedro A.",1,"Persona"
"Pepa Luna",2,"Persona"
"Peral, Alfonso",3,"Persona"
"Peralta",1,"Persona"
"Percebete, Gumersindo",1,"Persona"
"Pereira Gamba, Fortunato",3,"Persona"
"Pereira Gamba, Próspero",16,"Persona"
"Pereira Teixeira de Vasconcelos, Joaquim",1,"Persona"
"Pereira, Guillermo",1,"Persona"
"Pereyra, Carlos",2,"Persona"
"Pérez-Galdós, Benito",2,"Persona"
"Pérez Amaya, Carlos",4,"Persona"
"Pérez Balboa, Valentín",1,"Persona"
"Pérez Bonalde, Juan Antonio",1,"Persona"
"Pérez C., Darío",1,"Persona"
"Pérez Calvo, Fidel J.",2,"Persona"
"Pérez de Ayala, Ramón",10,"Persona"
"Pérez de Guzmán y Gallo, Juan",2,"Persona"
"Pérez Lleras, Enrique",45,"Persona"
"Pérez Manosalva, Santiago",2,"Persona"
"Pérez Nieva, Alfonso",3,"Persona"
"Pérez R., Rafael",1,"Persona"
"Pérez Sarmiento, José Manuel",2,"Persona"
"Pérez Triana, Santiago",133,"Persona"
"Pérez Zúñiga, Juan",2,"Persona"
"Pérez, A. J.",1,"Persona"
"Pérez, Antonio",1,"Persona"
"Pérez, Enrique",2,"Persona"
"Pérez, Felipe",2,"Persona"
"Pérez, Francisco de Paula",1,"Persona"
"Pérez, Gregorio",2,"Persona"
"Pérez, Pascual",1,"Persona"
"Pérez, Rafael",4,"Persona"
"Perrier, Joseph-Luis",1,"Persona"
"Pertuz, Faraón",1,"Persona"
"Petrarca, Francesco",1,"Persona"
"Peza, Juan de Dios",1,"Persona"
"Phayre, Ignatius",1,"Persona"
"Pí y Margall, Francisco",1,"Persona"
"Pichardo S., Manuel",1,"Persona"
"Picón Febrés, Gonzalo",1,"Persona"
"Picón, Jacinto Octavio",2,"Persona"
"Pierre Rolland, Maurice",2,"Persona"
"Pillo, C.",1,"Persona"
"Pilon, Edmond",1,"Persona"
"Pineda López, Jorge",1,"Persona"
"Pineda, Fabiola",1,"Persona"
"Pineda, J. J.",1,"Persona"
"Pineda, Luis F.",2,"Persona"
"Pineda, Luis Felipe",2,"Persona"
"Pinillos, Pedro Pablo",1,"Persona"
"Pinochet Le-Brun, Tancredo",1,"Persona"
"Pinto, Eliseo",1,"Persona"
"Pinzón, Ricardo V.",1,"Persona"
"Piñeyro, Enrique",1,"Persona"
"Pizano, Marco A.",1,"Persona"
"Pizano, Roberto",2,"Persona"
"Pizarro, Alejandro",3,"Persona"
"Plá Cárceles, José",6,"Persona"
"Planas Suárez, Simón",1,"Persona"
"Platón",1,"Persona"
"Poe, Edgar Allan",3,"Persona"
"Pollock, Frederick",1,"Persona"
"Pombo, Lino de",1,"Persona"
"Pombo, Rafael",11,"Persona"
"Pomiane, Édouard de",1,"Persona"
"Ponce Aguilera, Salomón",88,"Persona"
"Pondal, Mario",1,"Persona"
"Porcar i Tió, Manuel",1,"Persona"
"Porras Troconis, Gabriel",35,"Persona"
"Porras, José Ángel",3,"Persona"
"Posada Arango, Andrés",3,"Persona"
"Posada Arango, E.",12,"Persona"
"Posada E., E.",1,"Persona"
"Posada Echeverri, Jesús",2,"Persona"
"Posada Echeverri, José",12,"Persona"
"Posada Hernández, Antonio",5,"Persona"
"Posada, Adolfo",4,"Persona"
"Posada, Aureliano",4,"Persona"
"Posada, E.",2,"Persona"
"Posada, Eduardo",24,"Persona"
"Posada, Fanny",2,"Persona"
"Posada, Guillermo",8,"Persona"
"Posada, Inés",1,"Persona"
"Posada, Jesús",1,"Persona"
"Posada, Marceliano",1,"Persona"
"Posonby, Frederick",1,"Persona"
"Powell, Alexander",1,"Persona"
"Prada Navarro, Gloria de la",1,"Persona"
"Prado, Pedro",1,"Persona"
"Préndez Murúa, Pedro Nolasco",1,"Persona"
"Prévost, Marcel",1,"Persona"
"Prieto Arango, Fernando",3,"Persona"
"Prudhomme, Sully",10,"Persona"
"Prutz, Robert",1,"Persona"
"Puaux, René",1,"Persona"
"Puche, Eliodoro",1,"Persona"
"Puerta G., Bernardo",8,"Persona"
"Puerta González, Bernardo",4,"Persona"
"Puerta, P.",1,"Persona"
"Puga de Losada, Amalia",1,"Persona"
"Puig, Rafael Campalans",1,"Persona"
"Pujol Martínez, Juan",2,"Persona"
"Pulido, Augusto F.",1,"Persona"
"Putnam Browne, Harold",1,"Persona"
"Putnam Serviss, Garrett",1,"Persona"
"Quesada R., Pedro",1,"Persona"
"Quevedo Álvarez, Emilio",1,"Persona"
"Quevedo Álvarez, Tomás",5,"Persona"
"Quevedo de Cock, Lorenza",3,"Persona"
"Quevedo, Francisco de",1,"Persona"
"Quijano Mantilla, Joaquín",2,"Persona"
"Quijano Torres, Antonio",1,"Persona"
"Quijano Torres, Gustavo",1,"Persona"
"Quijano Wallis, J. M.",1,"Persona"
"Quijano, Arturo",8,"Persona"
"Quintero de Fex, Teófilo",4,"Persona"
"Quintero Zapata, Juan",1,"Persona"
"Quiroga, Horacio",1,"Persona"
"R.",5,"Persona"
"R. L.",2,"Persona"
"Rabot, Charles",1,"Persona"
"Rachilde",1,"Persona"
"Rada, Alberto de la",1,"Persona"
"Ramírez Ángel, Emiliano",2,"Persona"
"Ramírez G., Enrique",2,"Persona"
"Ramírez Monsalve, Joaquín Guillermo",13,"Persona"
"Ramírez, Clodomiro",2,"Persona"
"Ramírez, Gorgón",2,"Persona"
"Ramiro",1,"Persona"
"Ramón y Cajal, Santiago",1,"Persona"
"Ramos Ruíz, Gonzalo",1,"Persona"
"Ramos Urdaneta, Alfredo",244,"Persona"
"Ramos, José Luis",1,"Persona"
"Rasch Isla, Miguel",11,"Persona"
"Rasmussen, Knud",1,"Persona"
"Rayo Mágico de Fe",1,"Persona"
"Regino Blanco, Antonio",2,"Persona"
"Régnier, Henri de",2,"Persona"
"Reinach, Joseph",1,"Persona"
"Remarque, Erich Maria",1,"Persona"
"Remouchamps, Victor",1,"Persona"
"Rémy, François",4,"Persona"
"Renan, Ernest",1,"Persona"
"Renard, Jules",4,"Persona"
"Renaud, Jean Joseph",1,"Persona"
"Rendón, Francisco de Paula",6,"Persona"
"Rendón, Ricardo",28,"Persona"
"Répide, Pedro de",1,"Persona"
"Requejo y Velarde, Gerardo",1,"Persona"
"Restelli, Ernesto",1,"Persona"
"Restrepo A., Esther",1,"Persona"
"Restrepo Arango, Lisandro",2,"Persona"
"Restrepo Briceño, Fernando",1,"Persona"
"Restrepo Castro, Ana",8,"Persona"
"Restrepo E., José Vicente",1,"Persona"
"Restrepo Euse, Álvaro",4,"Persona"
"Restrepo Gaviria, Tulia",11,"Persona"
"Restrepo Gómez, Francisco",4,"Persona"
"Restrepo Jaramillo, Gonzalo",8,"Persona"
"Restrepo Jaramillo, José",8,"Persona"
"Restrepo Jaramillo, José Luis",14,"Persona"
"Restrepo Laverde, Julio",50,"Persona"
"Restrepo Maya, José María",4,"Persona"
"Restrepo Mejía, Félix",2,"Persona"
"Restrepo Moreno, Alfonso",4,"Persona"
"Restrepo Olarte, Jesús",9,"Persona"
"Restrepo Piedrahíta, J.",4,"Persona"
"Restrepo Restrepo, Antonio María",62,"Persona"
"Restrepo Restrepo, Carlos Eugenio",24,"Persona"
"Restrepo Rivera, Jesús",17,"Persona"
"Restrepo Rivera, José",7,"Persona"
"Restrepo Sáenz, José María",1,"Persona"
"Restrepo Tirado, Ernesto",19,"Persona"
"Restrepo Uribe, José",1,"Persona"
"Restrepo Uribe, Pedro",1,"Persona"
"Restrepo Vélez, José Manuel",2,"Persona"
"Restrepo, Antonio José",7,"Persona"
"Restrepo, Camilo C.",1,"Persona"
"Restrepo, Catalina",1,"Persona"
"Restrepo, Edgar Poe",1,"Persona"
"Restrepo, J. L.",1,"Persona"
"Restrepo, José Manuel",10,"Persona"
"Restrepo, Juan de Dios",3,"Persona"
"Restrepo, L.",1,"Persona"
"Restrepo, Lola",1,"Persona"
"Restrepo, Lucio A.",5,"Persona"
"Restrepo, M.",1,"Persona"
"Restrepo, Paulo Emilio",3,"Persona"
"Restrepo, Santiago",2,"Persona"
"Restrepo, Saturnino",99,"Persona"
"Restrepo, Vicente",17,"Persona"
"Retté, Adolphe",1,"Persona"
"Rev. Graf.",1,"Persona"
"Reverdy, Pierre",1,"Persona"
"Révézs, Andrés",1,"Persona"
"Review of Reviews",2,"Persona"
"Revilla, Esaú",2,"Persona"
"Revista de Bibliografía Chilena",1,"Persona"
"Revollo, Pedro María",1,"Persona"
"Rey, Gloria",1,"Persona"
"Reyes Católicos",1,"Persona"
"Reyes Ochoa, Alfonso",1,"Persona"
"Reyes Prieto, Rafael",3,"Persona"
"Reyes Rojas, Luis",1,"Persona"
"Reyes, Arturo",4,"Persona"
"Reynolds, Rothay",1,"Persona"
"Ribera",1,"Persona"
"Ribón Castellanos, Cristóbal",3,"Persona"
"Riche, Iván",1,"Persona"
"Richepin, Jean",6,"Persona"
"Rieux, Fanny-Adèle de",1,"Persona"
"Rilke, Rainer María",1,"Persona"
"Rimbaud, Arthur",1,"Persona"
"Río, Clara del",1,"Persona"
"Rios de Lamperez, Blanca de los",1,"Persona"
"Risco, Alberto",2,"Persona"
"Rito, P.",4,"Persona"
"Riva de Sella, Leopoldo",1,"Persona"
"Riva Palacio, Vicente",1,"Persona"
"Rivas Frade, Federico",17,"Persona"
"Rivas Groot, Evaristo",1,"Persona"
"Rivas Groot, José María",5,"Persona"
"Rivas, Medardo",4,"Persona"
"Rivas, Raimundo",9,"Persona"
"Rivera y Garrido, Luciano",4,"Persona"
"Rivera, José Eustasio",3,"Persona"
"Rivero, Gonzalo",1,"Persona"
"Rives de Borja, Enrique",1,"Persona"
"Robledo A., Jorge",1,"Persona"
"Robledo J., Alfonso",1,"Persona"
"Robledo Villa, Alonso",1,"Persona"
"Robledo, Alfonso",1,"Persona"
"Robledo, Arturo",8,"Persona"
"Robledo, Emilio",9,"Persona"
"Robledo, Eusebio",12,"Persona"
"Robledo, Jaime",1,"Persona"
"Robledo, Jorge Samuel",4,"Persona"
"Robles, Alfonso",1,"Persona"
"Roca de Togores y Saravia, José",1,"Persona"
"Roca, M.",1,"Persona"
"Rocha, Joaquín",1,"Persona"
"Rochefort, Henri",2,"Persona"
"Rodao, José",2,"Persona"
"Ródenas, Miguel A.",1,"Persona"
"Rodenbach, Georges",1,"Persona"
"Rodin, Auguste",1,"Persona"
"Rodó, José Enrique",9,"Persona"
"Rodríguez Castro, Arturo",1,"Persona"
"Rodríguez Émbil, Luis",1,"Persona"
"Rodríguez G., Sixto",1,"Persona"
"Rodríguez Hontiyuela, Mariano",1,"Persona"
"Rodríguez L., Enrique",1,"Persona"
"Rodríguez Mira, L.",1,"Persona"
"Rodríguez Moya, Francisco",6,"Persona"
"Rodríguez O., Eugenio",2,"Persona"
"Rodríguez P., José",1,"Persona"
"Rodríguez Pérez, Tomás",1,"Persona"
"Rodríguez Piñeres, Eduardo",2,"Persona"
"Rodríguez Rendueles, Manuel",1,"Persona"
"Rodríguez Zapata, Francisco",1,"Persona"
"Rodríguez, Alfonso",1,"Persona"
"Rodríguez, Alfredo J.",1,"Persona"
"Rodríguez, Carlos E.",2,"Persona"
"Rodríguez, Horacio",1,"Persona"
"Rodríguez, Horacio Marino",123,"Persona"
"Rodríguez, Jorge",1,"Persona"
"Rodríguez, Martín",1,"Persona"
"Rodríguez, Melitón",64,"Persona"
"Rodríguez, Nel",2,"Persona"
"Rojas Garrido, José María",1,"Persona"
"Rojas Tejada de Tronchi, María",1,"Persona"
"Rojas, Aristides",1,"Persona"
"Rojas, Jorge",13,"Persona"
"Rojas, Julio A.",1,"Persona"
"Rojo-Arial, Ignacio",1,"Persona"
"Rollinat, Maurice",2,"Persona"
"Romero A., Ángel María",3,"Persona"
"Romero de Torres, Julio",1,"Persona"
"Romero García, Manuel Vicente",1,"Persona"
"Romero P., Carlos",1,"Persona"
"Romero, J. Rubén",2,"Persona"
"Romero, Manuel Antonio",1,"Persona"
"Romero, Manuel de J.",2,"Persona"
"Root, Elihu",1,"Persona"
"Rosa, Leopoldo de la",10,"Persona"
"Rosales, Carlos N.",2,"Persona"
"Rosales, Víctor Justiniano",1,"Persona"
"Rosas B., Agustín",3,"Persona"
"Rosas, Gabriel",1,"Persona"
"Roscio, Juan G.",1,"Persona"
"Ross, Ronald",1,"Persona"
"Rossel, Juan C.",1,"Persona"
"Rossetti, Dante Gabriel",1,"Persona"
"Rossi Aguiar, Juan C.",1,"Persona"
"Rostand, Edmond",1,"Persona"
"Rouget",5,"Persona"
"Roure, José de",2,"Persona"
"Roux, Hugo Le",1,"Persona"
"Rowe, L. S.",1,"Persona"
"Rozo Martínez, Darío",1,"Persona"
"Rubió y Lluch, Antonio",1,"Persona"
"Rubió y Ors, Joaquín",2,"Persona"
"Rubio, Carlos",1,"Persona"
"Rueda Vargas, Tomás",2,"Persona"
"Rueda, Salvador",3,"Persona"
"Ruíz, Dael",12,"Persona"
"Rusiñol, Santiago",4,"Persona"
"Russel Hart, Francis",1,"Persona"
"Russolo, Luigi",1,"Persona"
"Ruy de Tormes",1,"Persona"
"Ruzo, Daniel",4,"Persona"
"S.",2,"Persona"
"S. M. O.",1,"Persona"
"Saavedra Galindo, José Manuel",1,"Persona"
"Saavedra Molina, Julio",1,"Persona"
"Saavedra, Ángel de",1,"Persona"
"Sabas Alomá, Mariblanca",3,"Persona"
"Sabogal, Mario",1,"Persona"
"Saboya, Adelfa",1,"Persona"
